Catalog Number,Product Description,Fisher Stated Sales,Fisher Stated List Price,Fisher Stated Qty (SU + AU),Wisconsin Cost,Nebraska Cost,Penn State Cost,Wisconsin Quantity,Nebraska Quantity,Penn State Quantity,Wisconsin Average Cost Per Item,Nebraska Average Cost Per Item,Penn State Average Cost Per Item,Total Cost,Total Quantity
FERK1082,DREAMTAQ GREEN MIX 20X1.25ML,10061.69,612.5,20.0,505.74,516.74,0.0,1,1,0.0,505.74,516.74,0.0,1022.48,2
FERK1232,CLONEJET PCR CLONING 40RXN,1599.74,320.5,6.0,502.14,0.0,252.22,2,0.0,1,251.07,0.0,252.22,754.36,3
FERK1621,REVERTAID KIT 20RXN,1259.03,109.1,13.0,0.0,1259.03,0.0,0.0,13,0.0,0.0,96.85,0.0,1259.03,13
FERK1622,REVERTAID KIT 100RXN,8690.78,479,24.0,1164.87,3012.04,3020.95,3,8,9,388.29,376.5,335.66,7197.86,20
FERK1641,MAXIMA CDNA SYNTH KIT 50RXN,1334.89,453,4.0,358.68,373.27,602.94,1,1,2,358.68,373.27,301.47,1334.89,4
FERK2821,MAGJET NGS SIZE SELECTION KIT,1754.4,191.6,10.0,1754.4,0.0,0.0,10,0.0,0.0,175.44,0.0,0.0,1754.4,10
FERK9021,DREAMTAQ HS GR MM 200UN,1251.12,186.4,8.0,151.78,0.0,1099.34,1,0.0,7,151.78,0.0,157.05,1251.12,8
FERM1681,MAXIMA RT MASTER MIX 50 REACT,2002.09,437,5.0,0.0,1202.99,0.0,0.0,3,0.0,0.0,401.0,0.0,1202.99,3
FERMR02,MAGJET RACK 12X1.5 ML,3749.86,383.5,13.0,894.12,621.3,861.18,3,2,3,298.04,310.65,287.06,2376.6,8
FERR0181,DNTP SET 100MM 1ML,4954.74,205,28.0,1084.0,2626.68,558.6,6,14,4,180.67,187.62,139.65,4269.28,24
FERR0192,DNTP MIX 10MM 1ML,5589.42,139,50.0,983.99,2036.0,661.94,8,16,7,123.0,127.25,94.56,3681.93,31
FERR0193,DNTP MIX 10MM 5X1ML4,3405.82,544.5,8.0,826.28,0.0,0.0,2,0.0,0.0,413.14,0.0,0.0,826.28,2
FERR0392,IPTG DIOXANE-FREE 5G,1581.27,233,9.0,186.66,862.71,173.03,1,5,1,186.66,172.54,173.03,1222.4,7
FERR0441,ATP 100MM 0.25ML,1762.46,52.7,41.0,323.87,43.0,93.0,7,1,2,46.27,43.0,46.5,459.87,10
FERR0491,TOPVISION AGAROSE 100G,1235.9,161.8,9.0,579.94,136.02,0.0,4,1,0.0,144.99,136.02,0.0,715.96,5
FERR0492,TOPVISION AGAROSE 500G,6655.78,577.5,14.0,926.84,0.0,0.0,2,0.0,0.0,463.42,0.0,0.0,926.84,2
FERR0531,TURBOFECT IN VITRO 1ML,6472.45,375,23.0,544.5,5927.95,0.0,2,21,0.0,272.25,282.28,0.0,6472.45,23
FERR0561,GLYCOGEN 2X0.25ML,1631.69,85.7,24.0,865.55,67.42,496.46,13,1,7,66.58,67.42,70.92,1429.43,21
FERR0611,6X DNA LOADING DYE 5X1ML,1512.94,53.1,38.0,537.12,302.32,304.71,12,8,9,44.76,37.79,33.86,1144.15,29
FERR0621,6X MASSRULER LOADING DYE 5X1ML,1556.73,50.7,37.0,43.17,0.0,42.71,1,0.0,1,43.17,0.0,42.71,85.88,2
FERR0861,DTT 5G,2063.64,114,23.0,725.68,87.02,633.25,8,1,7,90.71,87.02,90.46,1445.95,16
FERR0862,DTT 25G,2450.15,456.5,7.0,1063.7,342.93,348.76,3,1,1,354.57,342.93,348.76,1755.39,5
FERSM0241,GENERULER 100BP 50UG,1578.53,73.3,28.0,419.91,494.26,107.41,7,8,2,59.99,61.78,53.7,1021.58,17
FERSM0242,GENERULER 100BP 5X50UG,2879.31,289,13.0,465.52,227.66,437.18,2,1,2,232.76,227.66,218.59,1130.36,5
FERSM0243,GENERULER 100BP RTU 50UG,3883.16,89,59.0,794.39,1316.16,794.07,11,18,14,72.22,73.12,56.72,2904.62,43
FERSM0311,GENERULER 1 KB 5X50UG,5655.33,177.4,39.0,1175.76,3407.45,257.82,8,23,2,146.97,148.15,128.91,4841.03,33
FERSM0313,GENERULER 1 KB RTU 5X50UG,3550.12,223,20.0,372.78,2236.68,131.7,2,12,1,186.39,186.39,131.7,2741.16,15
FERSM0323,GENERULER 100BP PLUS RTU 50UG,1219.98,106.6,17.0,224.68,304.36,419.76,3,4,6,74.89,76.09,69.96,948.8,13
FERSM0403,MASSRULER MIX 2X500UL,5192,153.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERSM1331,FERSM0231 1KB PLUS 5X50UG,4973.85,186.8,33.0,1071.21,2448.48,0.0,7,16,0.0,153.03,153.03,0.0,3519.69,23
FERSM1332,GENERULER 1KB PLUS 25X50UG,1457.04,641,3.0,495.0,0.0,0.0,1,0.0,0.0,495.0,0.0,0.0,495.0,1
FERSM1333,GENERULER 1KB PLUS RTU 5X50UG,6299.7,241.5,33.0,1420.94,1020.77,624.55,7,5,4,202.99,204.15,156.14,3066.26,16
FFB100003,LITET FUSION FLUX - ULTRA PURE,1501.14,342,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSGPD02,ISOTEMP 2L GP BATH,2541.09,878.5,5.0,1043.61,0.0,493.01,2,0.0,1,521.8,0.0,493.01,1536.62,3
FSGPD05,ISOTEMP 5L GP BATH,5106.5,937.5,10.0,2232.88,0.0,691.88,4,0.0,1,558.22,0.0,691.88,2924.76,5
G461,GLYCINE CRYSTAL REAGENT 1KG,1245.35,455,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G48500,GLYCINE USP 500GM,1371.88,393.5,2.0,1371.88,0.0,0.0,2,0.0,0.0,685.94,0.0,0.0,1371.88,2
GPWP04700,FILTER GP 0.22UM 47MM 100/PK,1254.94,215,9.0,453.64,0.0,0.0,3,0.0,0.0,151.21,0.0,0.0,453.64,3
GSWG047S6,GSWG S-PAK MEMBRANE 600/PK,1321.86,482,4.0,0.0,0.0,355.72,0.0,0.0,1,0.0,0.0,355.72,355.72,1
GSWP04700,FILTER 47MM GSWP 100/PK,1812.78,187.2,14.0,1433.99,128.69,250.1,11,1,2,130.36,128.69,125.05,1812.78,14
GTTP04700,FLT PLYCRB .2UM 47MM 100/PK,1584.37,169.3,13.0,1584.37,0.0,0.0,13,0.0,0.0,121.87,0.0,0.0,1584.37,13
H29220,HEXANES ACS 20L METAL CAN,65651,962,1075.0,18162.81,10764.79,6397.8,298,138,100,60.95,78.01,63.98,35325.4,536
H2924,HEXANES ACS 4L,3096.47,333.5,61.0,1014.47,949.93,124.1,11,24,3,92.22,39.58,41.37,2088.5,38
H3024,HEXANE CERT ACS/HPLC 4L,3576.88,302,54.0,1423.2,194.66,660.08,17,4,8,83.72,48.66,82.51,2277.94,29
H3034,HEXANE OPTIMA GRADE 4L,4601.06,334.5,28.0,4020.7,173.1,298.12,24,1,1,167.53,173.1,298.12,4491.92,26
H325500,HYDROGN PEROX 30% CR ACS 500ML,5362.09,247,201.0,732.92,1895.96,138.55,22,22,5,33.31,86.18,27.71,2767.43,49
H330500,HYDROXLAMIN/HCL CERT ACS 500G,1582.08,546,4.0,1582.08,0.0,0.0,4,0.0,0.0,395.52,0.0,0.0,1582.08,4
HAWG047S6,HAWG S-PAK MEMBRANE 600/PKHAW,5501.83,409,18.0,5244.44,0.0,0.0,17,0.0,0.0,308.5,0.0,0.0,5244.44,17
HAWP01300,MCE .45U WH PL 13MM 100/PK,1671.85,113.5,19.0,352.75,0.0,1319.1,4,0.0,15,88.19,0.0,87.94,1671.85,19
HAWP04700,FLT MCE.45UM WH PL 47MM 100/PK,1427.76,188.1,10.0,1357.47,0.0,0.0,9,0.0,0.0,150.83,0.0,0.0,1357.47,9
HAWP29325,MIX CELL FILTER .45UM 293 25PK,1817.16,608.5,4.0,1817.16,0.0,0.0,4,0.0,0.0,454.29,0.0,0.0,1817.16,4
HBGR337500,ACRYLAMIDE-BIS 30% 37:1 500ML,1542.36,105.7,24.0,128.53,1285.3,0.0,2,20,0.0,64.27,64.27,0.0,1413.83,22
HC7001GAL,HISTOPREP XYLENES 1GAL,2030.2,290,25.0,479.22,538.84,410.19,3,15,5,159.74,35.92,82.04,1428.25,23
HC8001GAL,HISTOPREP 100% ALCOHOL 1 GAL,2714.21,130.5,69.0,427.04,975.26,127.21,13,48,2,32.85,20.32,63.6,1529.51,63
HS170,HIL-17 QKIT HS KIT 1 KT,1568.25,771.5,3.0,1568.25,0.0,0.0,3,0.0,0.0,522.75,0.0,0.0,1568.25,3
HS600C,HIL-6 QKIT HS KIT 1 KT,3061.01,660,5.0,1212.38,0.0,1848.63,2,0.0,3,606.19,0.0,616.21,3061.01,5
HSC003,HMETHYLCEL COMP MEDIA 100 ML,1824.56,420.5,5.0,372.5,0.0,1452.06,1,0.0,4,372.5,0.0,363.01,1824.56,5
HSLB00D,HIL-1B QKIT HS KIT 1 KT,1568.25,771.5,3.0,1568.25,0.0,0.0,3,0.0,0.0,522.75,0.0,0.0,1568.25,3
HSTA00E,HTNF-A QKIT HS KIT 1 KT,2906.05,671,5.0,1168.5,0.0,1737.55,2,0.0,3,584.25,0.0,579.18,2906.05,5
HVLP04700,FLT DUR .45UM PHIL 47MM 100/PK,2632.91,214.5,17.0,449.24,474.78,1046.38,4,3,6,112.31,158.26,174.4,1970.4,13
IB70042,AGAROSE MOL BIO GRADE - 500G,2286.77,604,7.0,1624.31,344.46,0.0,5,1,0.0,324.86,344.46,0.0,1968.77,6
IC050P,HIS TAG PE MAB (CL AD1. 100 TS,1752.26,400,5.0,0.0,1399.06,0.0,0.0,4,0.0,0.0,349.76,0.0,1399.06,4
IC5868A,H/MARG1 APC AFF PUR PAB 100 TS,1556,523,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICN15910110,DOXORUBICIN 10MG,3024.97,351,13.0,232.69,0.0,0.0,1,0.0,0.0,232.69,0.0,0.0,232.69,1
ICN50494,LSM 5X100ML/PK,1589.48,369,6.0,0.0,255.83,0.0,0.0,1,0.0,0.0,255.83,0.0,255.83,1
IPFL00010,IMMOBILON-FL MEMBRANE 3.75M RL,11354.32,553.5,26.0,5840.19,1911.47,463.31,13,5,1,449.25,382.29,463.31,8214.97,19
IPVH00010,FLTR SHEET IPVH 1ROLL/EA,22700.46,507.5,68.0,6196.56,21349.22,314.71,20,68,1,309.83,313.96,314.71,27860.49,89
IPVH07850,IMMOBILON P.45UM 7X8.4CM 50/PK,1880.18,510,5.0,0.0,319.02,0.0,0.0,1,0.0,0.0,319.02,0.0,319.02,1
ISEQ00010,IMMOBILON PSQ 26.5CMX3.75M RL,2383.22,512.5,6.0,364.86,335.3,1254.31,1,1,3,364.86,335.3,418.1,1954.47,5
K200B,HMDM2/P53 UBIQUITINATIO 1 KT,1229.71,732.5,2.0,1229.71,0.0,0.0,2,0.0,0.0,614.86,0.0,0.0,1229.71,2
K2693300000,WILLIAMSON MACROKIT 14/20 1CS,2390.68,924,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K6015000824,FLASK FLAT BOT 24/40 2000ML1CS,1322.4,170.7,12.0,1322.4,0.0,0.0,12,0.0,0.0,110.2,0.0,0.0,1322.4,12
K7495211590,RNAS FR PESTL ONLY 1.5ML 100CS,2645.96,243,22.0,120.53,337.29,0.0,1,3,0.0,120.53,112.43,0.0,457.82,4
K8853000007,TISSUE GRINDER COMP 7ML 1/CS,1585.06,249.5,11.0,1291.2,0.0,0.0,9,0.0,0.0,143.47,0.0,0.0,1291.2,9
KGE004B,PGE2 ASSAY KIT 1 KT,1672.3,416.5,5.0,0.0,0.0,703.0,0.0,0.0,2,0.0,0.0,351.5,703.0,2
KGE016,ALDOSTERONE ASSAY KIT 1 KT,8544.2,480.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L4320116,CULTURE SWAB PLUS 50/PK,1969.75,151,55.0,298.14,677.72,909.83,9,22,21,33.13,30.81,43.33,1885.69,52
L4320125,BBL CULSWAB+ AMIES MTIP 50PK,2901.3,303,15.0,0.0,5630.56,0.0,0.0,25,0.0,0.0,225.22,0.0,5630.56,25
L4320126,BBL CULSWAB+ AMIES MTIP50PK,6231.15,285,30.0,0.0,6736.92,0.0,0.0,33,0.0,0.0,204.15,0.0,6736.92,33
LC155901,IODINE ACS LABCHEM 500GR,1696.68,787,6.0,0.0,0.0,282.78,0.0,0.0,1,0.0,0.0,282.78,282.78,1
LC157505,ISPRPYL ALCH ACS LABCHEM 20LT,1266.23,411.5,9.0,601.28,0.0,664.95,4,0.0,5,150.32,0.0,132.99,1266.23,9
LC222104,REAGENT ALCOHOL 70% V/V 4L,2128.32,70.7,74.0,1957.22,37.54,48.24,68,2,2,28.78,18.77,24.12,2043.0,72
LIG101,LQMN ASYD IMNASY LV1 6X5ML/PK,1476.71,648.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIG303,LQMN ASYD IMNASY LVL3 6X5ML/PK,1471.01,648.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LS1184,WATER 0.1% FA OPTIMA LC/MS,1936,226.5,15.0,1412.24,523.76,0.0,11,4,0.0,128.39,130.94,0.0,1936.0,15
M1000B,MIL-10 QKIT 1 KT,1897.57,888.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1055540001,TLC SILICA GEL 60 ALUM 25PC/EA,1675.47,292.5,12.0,756.35,737.16,0.0,5,6,0.0,151.27,122.86,0.0,1493.51,11
M1056260001,TLC SILICA GEL 60 GLA 50PC/EA,2111.86,470.5,6.0,0.0,2111.86,0.0,0.0,6,0.0,0.0,351.98,0.0,2111.86,6
M1057150001,TLC SILICA GEL 60 GLA 25PC/EA,5960.82,245,35.0,291.77,530.25,0.0,2,3,0.0,145.88,176.75,0.0,822.02,5
M1057190001,TLC SILICA GEL 60F254 200PC/EA,1622.06,533.5,5.0,672.56,0.0,0.0,2,0.0,0.0,336.28,0.0,0.0,672.56,2
M1095350001,PH STRIPS PH 0 - 14 100STR/EA,1452.86,41.05,67.0,768.31,0.0,0.0,25,0.0,0.0,30.73,0.0,0.0,768.31,25
M1095350007,PH STRIPS 0-14 100 STRIPS 6PK,4518.16,180.8,35.0,1052.47,1316.22,0.0,8,10,0.0,131.56,131.62,0.0,2368.69,18
M3300,M/RIL-33 QKIT 1 KT,1402.5,723,3.0,0.0,1402.5,0.0,0.0,3,0.0,0.0,467.5,0.0,1402.5,3
M6000B,MIL-6 QKIT 1 KT,3432.3,774.5,6.0,0.0,1716.15,1138.15,0.0,3,2,0.0,572.05,569.08,2854.3,5
M653,MAG SULFATE ANHYD CERTIFD 3KG,1508.25,877,9.0,716.3,439.11,0.0,2,6,0.0,358.15,73.19,0.0,1155.41,8
M65500,MAG SULF ANHYD CERTIFD 500G,2070.45,212.5,38.0,1426.77,21.58,0.0,14,1,0.0,101.91,21.58,0.0,1448.35,15
M81OZ,MAGNESIUM METAL RIBBON 1 OZ,1288.68,247,3.0,0.0,1288.68,0.0,0.0,3,0.0,0.0,429.56,0.0,1288.68,3
MA106315,ANTI-CYTOKERATIN 7,1225.16,479,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA121315,ANTI-6X-HIS EPITOPE TAG MONOCL,2678.69,259,12.0,667.15,228.02,457.43,3,1,2,222.38,228.02,228.72,1352.6,6
MA1514,ANTI-ARYL HYDROCARBON RECEPTOR,1216.56,469,3.0,0.0,0.0,822.12,0.0,0.0,2,0.0,0.0,411.06,822.12,2
MA180331,ANTI-5-METHYLCYTIDINE MONOCLON,1241.09,697.5,2.0,0.0,0.0,1241.09,0.0,0.0,2,0.0,0.0,620.54,1241.09,2
MAB13501,H/B/MINTEGRIN A6 MAB (C 100 UG,1687.5,456,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAB1835100,TGF-B123 MAB 100 UG,1199.47,466.5,3.0,0.0,0.0,1199.47,0.0,0.0,3,0.0,0.0,399.82,1199.47,3
MAB2852500,HIFN-G MAB (CL K3.53) 500 UG,1644.69,962,2.0,0.0,1644.69,0.0,0.0,2,0.0,0.0,822.35,0.0,1644.69,2
MAB3249,HNE MAB (CL 198960) 100 UG,1741.5,456,5.0,0.0,1741.5,0.0,0.0,5,0.0,0.0,348.3,0.0,1741.5,5
MAB401500,MIL-1B MAB (CL 30311) 500 UG,1691.38,962,2.0,1691.38,0.0,0.0,2,0.0,0.0,845.69,0.0,0.0,1691.38,2
MAB4100MI,ANTI-MRP1 ANTIBODY CLONE QCRL,2108.37,408.5,6.0,2108.37,0.0,0.0,6,0.0,0.0,351.39,0.0,0.0,2108.37,6
MAB5326MI,ANTI-NESTIN ANTIBODY CLONE 10,1279.19,478.5,3.0,1279.19,0.0,0.0,3,0.0,0.0,426.4,0.0,0.0,1279.19,3
MAB5406MI,ANTI-GAD67 ANTIBODY CLONE 1G1,1308.97,505,3.0,868.43,0.0,0.0,2,0.0,0.0,434.21,0.0,0.0,868.43,2
MAB60391SP,MG-CSF R MAB 25 UG,1294.32,139.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAB8650,MIL-12 RB2 MAB 100 UG,1356,417,4.0,1356.0,0.0,0.0,4,0.0,0.0,339.0,0.0,0.0,1356.0,4
MABS1964100,ANTI-PEG CLONE AGP4,1216.58,456,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAFP00,MAFP QKIT 1 KT,1305.88,723,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAIPS4510,MLTSCRN IMM - P STER 10/PK,2347.04,367,8.0,2347.04,0.0,0.0,8,0.0,0.0,293.38,0.0,0.0,2347.04,8
MEP00B,MEPO QKIT 1 KT,3289.5,723,7.0,2358.75,0.0,0.0,5,0.0,0.0,471.75,0.0,0.0,2358.75,5
MF2100,M/RFGF-21 QKIT 1 KT,4182,723,9.0,3710.25,0.0,471.75,8,0.0,1,463.78,0.0,471.75,4182.0,9
MHPC10025,HPC SAMPLER RED 25PK,1479.78,198.7,10.0,0.0,1329.9,0.0,0.0,9,0.0,0.0,147.77,0.0,1329.9,9
MIR2225,RNA TRANSFECTION,2204.54,695,5.0,1754.09,450.45,0.0,4,1,0.0,438.52,450.45,0.0,2204.54,5
MIR2300,TRANSIT LT-1 REAGENT 1ML,3750.4,594.5,10.0,412.33,394.43,1293.82,1,1,4,412.33,394.43,323.45,2100.58,6
MIR5400,TRANSIT-2020 TRANSFECTION RGNT,2296.85,871,5.0,2296.85,0.0,0.0,5,0.0,0.0,459.37,0.0,0.0,2296.85,5
MIR6600,TRANSIT-LENTI 1.5ML,3243.38,722.5,6.0,0.0,1101.22,2142.16,0.0,2,4,0.0,550.61,535.54,3243.38,6
MJE00B,MMCP-1 QKIT 1 KT,7497.51,606.5,13.0,0.0,3455.56,0.0,0.0,6,0.0,0.0,575.93,0.0,3455.56,6
MKM100,MTIM-1/KIM-1 QKIT 1 KT,1848.75,723,4.0,0.0,1848.75,0.0,0.0,4,0.0,0.0,462.19,0.0,1848.75,4
MLB00C,MIL-1B QKIT 1 KT,3450.15,768.5,6.0,1138.15,578.0,578.0,2,1,1,569.08,578.0,578.0,2294.15,4
MLCN20,MLIPOCALIN-2/NGAL QKIT 1 KT,1377,713.5,3.0,0.0,918.0,0.0,0.0,2,0.0,0.0,459.0,0.0,918.0,2
MM200,MCXCL2/MIP-2 QKIT 1 KT,1716.15,888.5,3.0,0.0,1716.15,0.0,0.0,3,0.0,0.0,572.05,0.0,1716.15,3
MOB00B,M/RLEPTIN QKIT 1 KT,1192.94,713.5,2.0,0.0,1192.94,0.0,0.0,2,0.0,0.0,596.47,0.0,1192.94,2
MP07DE9911,TESTOSTERONE ELISA KIT 96 WELL,1492,867.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP093050201,MYCOPLASMA PCR DETECTION KIT,1802.19,339,7.0,0.0,1289.7,0.0,0.0,5,0.0,0.0,257.94,0.0,1289.7,5
MP116540600,FASTDNA SPIN KIT 100 PREPS,8631.24,609,18.0,3240.9,0.0,0.0,6,0.0,0.0,540.15,0.0,0.0,3240.9,6
MP116560200,FASTDNA SPINKITFORSOIL 50PREPS,8095.84,561.5,19.0,6067.66,361.07,0.0,14,1,0.0,433.4,361.07,0.0,6428.73,15
MP116560300,FASTDNA SPIN KIT FOR SOIL 100P,5232,661,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP116910100,LYSING MATRIX A 100X2 ML TUBES,4409.26,296,23.0,574.62,0.0,0.0,3,0.0,0.0,191.54,0.0,0.0,574.62,3
MPGP02001,MILLIPAK EXPRESS 20,1606.12,339,6.0,828.31,0.0,0.0,3,0.0,0.0,276.1,0.0,0.0,828.31,3
MPGP04001,MILLIPAK EXPRESS 40 (1/PK),6340.82,347,30.0,1057.52,2395.8,264.38,4,15,1,264.38,159.72,264.38,3717.7,20
MPTX20,MPTX2 QKIT 1 KT,1389.75,713.5,3.0,0.0,930.75,0.0,0.0,2,0.0,0.0,465.38,0.0,930.75,2
MRCF0R030,FORENSIC 30K NMWL 100PK,1606.12,574.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSFPD0,MSP-D QKIT 1 KT,1204.13,723,2.0,0.0,1857.07,0.0,0.0,3,0.0,0.0,619.02,0.0,1857.07,3
MSHVS4510,MULTISCREEN HV CLR STRL 10PK,1788.5,330,7.0,0.0,0.0,1788.5,0.0,0.0,7,0.0,0.0,255.5,1788.5,7
MSIPS4510,MULTISCREEN IP CLR STRL 10PK,2172,336,8.0,2172.0,0.0,0.0,8,0.0,0.0,271.5,0.0,0.0,2172.0,8
MSIPS4W10,MULTISCREEN IP WHT STRL 10/PK,3781.32,335,14.0,0.0,1872.17,1661.64,0.0,7,6,0.0,267.45,276.94,3533.81,13
MSST00,M/RSOST QKIT 1 KT,1415.25,628,3.0,1415.25,0.0,0.0,3,0.0,0.0,471.75,0.0,0.0,1415.25,3
MT10009CV,CORNING MEM W/ 1.5 NAHCO3NEAA,3312.49,192.1,34.0,708.51,760.14,329.98,11,6,5,64.41,126.69,66.0,1798.63,22
MT10010CV,EMEM MOD /GLN 6X500ML 6/CS,1523.71,185.5,37.0,254.41,562.03,168.24,7,13,4,36.34,43.23,42.06,984.68,24
MT10013CM,DMEM W/GLN GLU PYR 1LT 6/CS,3941.63,317.5,49.0,202.38,1493.36,1725.83,3,18,21,67.46,82.96,82.18,3421.57,42
MT10013CV,DMEMW/GLN HIGLU PYR6X500 6/CS,20641.54,178.9,538.0,6684.48,3942.07,3683.87,204,95,86,32.77,41.5,42.84,14310.42,385
MT10017CV,DMEM/GLNHGLU W/OPYR 6X500 6/CS,5858.5,171.6,175.0,2110.69,1067.3,44.05,85,26,1,24.83,41.05,44.05,3222.04,112
MT10022CV,AMEM W/ES GLN NA 6X500 6/CS,3124.86,316.5,32.0,1837.36,1309.2,0.0,21,11,0.0,87.49,119.02,0.0,3146.56,32
MT10040CM,RPMI 1640 W/GLN 6X1L 6/CS,2266.71,261,27.0,604.95,326.24,242.84,9,4,3,67.22,81.56,80.95,1174.03,16
MT10040CV,RPMI 1640 W/GLN 6X500ML 6/CS,13278.9,185.2,368.0,6274.22,2835.5,528.28,200,68,13,31.37,41.7,40.64,9638.0,281
MT10050CV,MCCOYS 5A W/GLN 6X500ML 6/CS,1913.44,244,29.0,492.1,300.88,548.02,8,4,8,61.51,75.22,68.5,1341.0,20
MT10090CV,DMEM/F-12 W/GLUT 6X500ML 6/CS,1511.85,235.5,26.0,805.68,292.95,0.0,15,3,0.0,53.71,97.65,0.0,1098.63,18
MT10092CV,DMEM/F12 W/GLNHEPES 6X500 6/CS,1933.2,232,25.0,243.34,480.04,854.01,4,5,11,60.84,96.01,77.64,1577.39,20
MT15010CV,EMEM 1X W/O GLN 6X500ML 6/CS,1213.45,170.2,23.0,240.19,0.0,0.0,5,0.0,0.0,48.04,0.0,0.0,240.19,5
MT15012CV,AMM W/ES W/O GLN NA 6X500 6/CS,1481.6,248,25.0,257.12,0.0,0.0,4,0.0,0.0,64.28,0.0,0.0,257.12,4
MT15017CV,DMM WHIGL WOGLN PYR 6X500 6/CS,1999.02,215,44.0,1453.52,296.9,179.72,37,2,4,39.28,148.45,44.93,1930.14,43
MT16405CV,DMEM/F-12 W/GLN W/O PR500ML6CS,2760.67,266,24.0,314.93,0.0,0.0,3,0.0,0.0,104.98,0.0,0.0,314.93,3
MT20031CV,DPBS 10X W/O CA MG 6X500 6/CS,4769.46,276,79.0,0.0,0.0,567.42,0.0,0.0,6,0.0,0.0,94.57,567.42,6
MT21022CM,HANKS BSS W/OCA MG PR 6X1 6/CS,1669.65,284.5,20.0,1060.29,149.11,460.25,14,1,5,75.73,149.11,92.05,1669.65,20
MT21031CM,DPBS 1X W/O CA MG 6X1L 6/CSDP,1339.39,246,17.0,318.19,0.0,87.78,5,0.0,1,63.64,0.0,87.78,405.97,6
MT21031CV,DPBS 1XSLN W/OCA MG 6X500 6/CS,7118.23,145.2,197.0,1954.88,1783.32,1707.44,72,43,41,27.15,41.47,41.64,5445.64,156
MT21040CM,PBS 1X W/OCA MG 6X1L 6/CS,3603.07,232,44.0,555.76,2368.5,242.84,7,29,3,79.39,81.67,80.95,3167.1,39
MT21040CMX,PHOSPHATE-BUFFERED SALINE 1X12,1488.55,469.5,7.0,410.08,437.03,0.0,2,2,0.0,205.04,218.51,0.0,847.11,4
MT21040CV,PBS 1X W/O CA MG 6X500 6/CSPB,13401.93,143.9,344.0,5038.36,2632.62,1141.11,144,64,27,34.99,41.13,42.26,8812.09,235
MT25005CI,L-GLUTMN 200MM  6X100 6/CS,1318.63,226,23.0,316.9,408.66,131.29,6,8,2,52.82,51.08,65.64,856.85,16
MT25052CI,TRYPSN-EDTA CMG 6X100 6/CS,2999.21,108.5,75.0,746.0,498.8,211.41,20,12,5,37.3,41.57,42.28,1456.21,37
MT25053CI,TRYPSIN/EDTA .25.1 6X100 6/CS,6590.71,110.8,165.0,1793.52,1283.32,235.65,48,31,6,37.37,41.4,39.27,3312.49,85
MT25060CI,HEPES BUFFER 1M SLN 6X100 6/CS,1858.76,553,12.0,1176.7,203.11,0.0,8,1,0.0,147.09,203.11,0.0,1379.81,9
MT25072CV,LYMPHOCYTE SEP MED 1X500ML,2223.82,249,34.0,1778.84,0.0,94.19,28,0.0,1,63.53,0.0,94.19,1873.03,29
MT30002CI,PEN STRP 10000 6X100 6/CS,5808.51,187.7,86.0,1256.4,1360.25,365.56,21,17,5,59.83,80.01,73.11,2982.21,43
MT30004CI,ANTIBIOTIC/ANTMYCTC 6X100 6/CS,1217.92,334,12.0,0.0,0.0,315.36,0.0,0.0,3,0.0,0.0,105.12,315.36,3
MT30234CI,G418 SULFATE 50MG/ML,1625.49,854.5,3.0,386.2,0.0,1871.83,1,0.0,3,386.2,0.0,623.94,2258.03,4
MT30240CR,HYGROMYCIN B SOLUTION,1741.69,334,11.0,294.8,0.0,300.02,2,0.0,2,147.4,0.0,150.01,594.82,4
MT46000CI,MOL GRADE WATER 100ML 6CS,1236.04,110.8,29.0,311.42,311.48,50.25,9,9,1,34.6,34.61,50.25,673.15,19
